REGISTRATION,aircraft_type,ON BLOCK,OFF BLOCK,parking_stand,FROM,TO,ARR,DEP,operator_airline,category,aircraft_size,airline_tier,stand_zone,IS_SYNTHETIC,TYPE,OPERATOR / AIRLINES,CATEGORY,PARKING STAND
PK-GNQ,B 738,22:30,,B2,WADD,,GA 0463,,GARUDA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-GFQ,B 738,22:25,,B2,WADD,,GA 0463,,GARUDA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-209,,,,,,,,,,,,,,True,B738,GARUDA,COMMERCIAL,B1
PK-NMI,B 733,5:05,7:15,B11,WIMM,WIOO,,,AIRNESIA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-LAO,A 320,21:18,22:18,B3,WIEE,WIPP,ID 7108,ID 7055,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-162,,,,,,,,,,,,,,True,B733,AFM,CHARTER,B4
PK-GMW,B 738,21:04,,B1,WARR,,GA 3354,,GARUDA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-160,,,,,,,,,,,,,,True,B733,PTN,CHARTER,B4
PK-LUO,A 320,14:42,15:49,A2,WARA,WADD,ID 7582,ID 7311,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-JCO,PH 300,8:54,9:12,B6,WIHP,HGR,,,PURAWISATA,CHARTER,STANDARD,MEDIUM_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-LUY,A 320,17:28,18:17,A3,WARR,WARR,ID 7512,ID 7519,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-226,,,,,,,,,,,,,,True,CL604,TRAVIRA,CHARTER,B6
PK-GLS,A 320,11:54,12:40,B1,WIMN,WARA,QG 0021,QG 0164,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-166,,,,,,,,,,,,,,True,CL604,GAPURA,CHARTER,B4
SYNTH-379,,,,,,,,,,,,,,True,CRV,CITILINK CARGO,CARGO,B10
PK-YST,B 733,19:42,22:05,B9,WAOO,WIMM,IL 726,IL 701,TRIGANA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-219,,,,,,,,,,,,,,True,C404,PTN,CHARTER,B5
SYNTH-429,,,,,,,,,,,,,,True,A320,BATIK AIR,COMMERCIAL,A1
PK-BKQ,A 320,15:00,,B8,WARR,,ID 7514,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-PAH,ATR 72,20:32,,A1,SA04,,,,PELITA,COMMERCIAL,STANDARD,MEDIUM_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-RSS,EMB 135,9:36,10:32,B7,SA11,WAHQ,,,KARISMA,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-633,,,,,,,,,,,,,,True,ATR72,BATIK AIR,COMMERCIAL,B2
PK-GQF,A 320,20:16,,B2,WARR,,QG 0173,,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LUK,A 320,22:56,,B8,WIMM,,ID 7010,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-233,,,,,,,,,,,,,,True,B733,TRIGANA,CARGO,B12
SYNTH-634,,,,,,,,,,,,,,True,B737,FLY JAYA,COMMERCIAL,B5
SYNTH-163,,,,,,,,,,,,,,True,B738,PELITA,COMMERCIAL,A1
PK-GLS,A 320,21:25,,B1,WIMM,,QG 0025,,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-255,,,,,,,,,,,,,,True,CRV,JAYAWIJAYA,CARGO,B12
PK-LUT,A 320,7:55,9:56,B5,,WAHS,ID 7066,ID 7557,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
N-61WX,G VI,15:53,16:38,B4,WSSL,WSSL,,,KARISMA,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-353,,,,,,,,,,,,,,True,B350,JIP,CHARTER,B11
SYNTH-157,,,,,,,,,,,,,,True,CL850,JIP,CHARTER,B4
PK-MGZ,B 733,5:22,5:57,B6,WSSS,WALL,GM 019,GM 061,TRI MG,CARGO,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-519,,,,,,,,,,,,,,True,ATR42,CITILINK,COMMERCIAL,A1
PK-LUQ,A 320,19:07,19:48,B1,WAHS,WIBB,ID 7558,ID 7065,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-0,,,,,,,,,,,,,,True,ATR42,BATIK AIR,COMMERCIAL,A3
PK-BKJ,A 320,7:48,9:52,B7,WIBB,WAHS,ID 7066,ID 7557,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-320,,,,,,,,,,,,,,True,ATR72,PELITA,COMMERCIAL,A2
PK-LUQ,A 320,20:35,22:20,B1,WARR,B10,ID 7502,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-BBJ,B 734,12:25,17:21,B13,WIOO,WIOO,0B 5612,0B 5613,B. B. N.,CHARTER,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
PK-JRB,B 733,17:27,21:15,B12,WIMM,WAAA,,,JAYAWIJAYA,CARGO,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
PK-NMI,B 733,18:50,22:41,B10,WAOO,WAAA,,,AIRNESIA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-FJA,ATR 72,10:57,12:13,B2,WAHH,WAHH,KS 103,KS 104,FLY JAYA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-OTR,ATR 72,17:52,18:53,A2,WIDM,SA02,RI 151,,TAS,CHARTER,STANDARD,MEDIUM_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-YST,B 733,18:42,19:05,B10,WALL,SA08,IL 728,,TRIGANA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-63,,,,,,,,,,,,,,True,B350,TRAVIRA,CHARTER,B3
PK-LUQ,A 320,13:56,14:51,B8,WADD,WIEE,ID 7308,ID 7109,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-251,,,,,,,,,,,,,,True,G IV,AFM,CHARTER,B6
SYNTH-146,,,,,,,,,,,,,,True,B737,FLY JAYA,COMMERCIAL,B1
PK-NMI,B 733,12:45,14:06,B12,WIOO,WAGG,,,AIRNESIA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-691,,,,,,,,,,,,,,True,A321,SUSI AIR,COMMERCIAL,B9
PK-JRB,B 733,15:44,17:27,B11,WAWW,WIKK,,,JAYAWIJAYA,CARGO,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
PK-GQI,A 320,21:25,,B1,WIMM,,QG 0025,,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-BON,G IV,22:19,22:56,B5,WADD,RW11,CJS 54,,JETSET,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-355,,,,,,,,,,,,,,True,B350,TRAVIRA,CHARTER,B12
VP-CLL,EMB 135,0:37,2:58,B3,RE04,WATT,,,KARISMA,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-BKT,A 320,11:42,12:55,A3,WAHQ,WIPP,ID 7040,ID 7051,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-JRB,B 733,10:27,11:18,B10,WAMM,WAWW,,,JAYAWIJAYA,CARGO,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
T7-977,G IV,11:23,13:26,B4,RE07,WAAA,,,JIP,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-FJC,ATR 72,10:46,11:52,A3,WAHH,WAHH,KS 103,KS 104,FLYJAYA,CHARTER,STANDARD,LOW_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LZH,A 320,12:53,13:44,B1,WAHS,WIMM,ID 7556,ID 7011,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-BLA,A 320,14:49,15:57,B7,,WADD,ID 7308,ID 7311,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-BBJ,B 734,18:29,,B10,WIOO,,0B 5612,,B. B. N.,CARGO,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-96,,,,,,,,,,,,,,True,CL850,JETSET,CHARTER,B3
SYNTH-226,,,,,,,,,,,,,,True,B733,PTN,CHARTER,B6
VP-CWZ,G V,14:47,15:29,B4,WAHS,WSSL,,,AFM,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-306,,,,,,,,,,,,,,True,ATR72,GARUDA,COMMERCIAL,B1
SYNTH-267,,,,,,,,,,,,,,True,B733,JETSET,CHARTER,B7
SYNTH-423,,,,,,,,,,,,,,True,B733,JAYAWIJAYA,CARGO,B9
SYNTH-50,,,,,,,,,,,,,,True,B742,CITILINK CARGO,CARGO,B13
PK-GJT,ATR 72,13:10,13:44,A3,WAHH,WAHH,QG 1103,QG 1102,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-JRB,B 733,15:23,16:44,B13,WAAA,SA08,,,JAYAWIJAYA,CARGO,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-161,,,,,,,,,,,,,,True,B733,PREMI,CHARTER,B4
SYNTH-277,,,,,,,,,,,,,,True,ATR42,PELITA,COMMERCIAL,A2
PK-YST,B 733,11:20,14:54,B10,WIDN,WIKK,IL 7181,IL 715,TRIGANA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-23,,,,,,,,,,,,,,True,MD11,TRI MG,CARGO,B13
9M-TSH,AVANTI,13:02,14:26,B3,NSA12,WMSA,,,GAPURA,CHARTER,STANDARD,LOW_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-468,,,,,,,,,,,,,,True,B737,FLY JAYA,COMMERCIAL,A2
SYNTH-172,,,,,,,,,,,,,,True,A321,PELITA,COMMERCIAL,A1
PK-GFW,B 738,17:21,18:56,B2,WARR,WIEE,GA 0331,GA 0166,GARUDA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LUR,A 320,7:53,12:29,B8,SA17,WARR,,ID 7515,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-383,,,,,,,,,,,,,,True,B733,BBN,CARGO,B10
PK-LUV,A 320,23:09,23:57,A3,WARR,SA09,ID 7502,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-468,,,,,,,,,,,,,,True,ATR42,CITILINK,COMMERCIAL,A2
PK-LUR,A 320,18:46,19:34,A3,WIMM,WIPP,ID 7010,ID 7055,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-BKU,A 320,6:16,9:47,A2,WARR,WAHS,ID 7508,ID 7557,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
T7-HNA,G IV,20:25,21:40,B4,RE07,WAJJ,,,AFM,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-BON,G IV,8:25,9:35,B6,SA09,WAMP,,,JETSET,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-12,,,,,,,,,,,,,,True,B733,PREMI,CHARTER,B3
SYNTH-259,,,,,,,,,,,,,,True,A321,BATIK AIR,COMMERCIAL,A2
SYNTH-510,,,,,,,,,,,,,,True,DC10,TRI MG,CARGO,B3
PK-GJV,ATR 72,9:08,9:45,B2,WAHH,WAHH,QG 1101,QG 1104,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-364,,,,,,,,,,,,,,True,B733,KARISMA,CHARTER,B13
PK-LAF,A 320,13:55,22:19,B9,WADD,SA19,ID 7308,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-LAL,A 320,6:12,7:00,A1,WARR,WARA,ID 7508,ID 7581,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-BKR,A 320,10:20,12:00,A2,WIPP,WIMM,ID 7054,ID 7011,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
T7-977,G IV,8:02,18:50,A1,B3,B4,,,JIP,CHARTER,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-GLS,A 320,11:50,12:37,B1,WIMN,WARA,QG 0021,QG 0164,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-493,,,,,,,,,,,,,,True,A320,SUSI AIR,COMMERCIAL,A3
PK-JRB,B 733,20:41,,B11,WIDN,,,,JAYAWIJAYA,CARGO,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
T7-977,G IV,13:14,15:22,B4,VTSG,SA14,,,JIP,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-SUSI-47,,,,,,,,,,,,,,True,C172,SUSI AIR,COMMERCIAL,A2
PK-LUW,A 320,14:09,14:49,B1,WAHQ,WAHS,ID 7532,ID 7559,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LUT,A 320,17:35,18:38,B7,WARR,WIBB,ID 7512,ID 7065,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-GMY,B 738,16:48,17:40,B2,WARR,WARR,GA 0331,GA 3304,GARUDA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-527,,,,,,,,,,,,,,True,B738,GARUDA,COMMERCIAL,B5
PK-LUS,A 320,18:07,18:51,A1,WARR,WARR,ID 7512,ID 7519,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-PAH,ATR 72,15:34,16:12,A2,WIDM,WIHP,IP 7301,,PELITA,COMMERCIAL,STANDARD,MEDIUM_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
N-11UB,GLEX,18:21,,A1,B3,,,,PTN,CHARTER,STANDARD,MEDIUM_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-GJV,ATR 72,16:46,,A3,WAHH,,QG 1105,,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-FJA,ATR 72,7:04,7:44,B2,WAHH,WAHH,KS 101,KS 102,FLY JAYA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-483,,,,,,,,,,,,,,True,B737,BATIK AIR,COMMERCIAL,B1
PK-LUT,A 320,20:47,21:30,B3,WARR,WARR,ID 7502,ID 7521,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-GJV,ATR 72,12:49,13:31,B1,WAHH,WAHH,QG 1103,QG 1102,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LZH,A 320,18:37,19:47,B2,WIMM,WARR,ID 7010,ID 7521,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-GJT,ATR 72,17:16,,B1,WAHH,,QG 1105,,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-FJA,ATR 72,15:27,15:56,B6,WAHH,WAHH,KS 105,KS 106,FLY JAYA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-KAS,CL 850,18:58,,A1,A2,,,,JETSET,CHARTER,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LUQ,A 320,12:57,13:49,A2,WARR,WARR,ID 7520,ID 7501,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-FJA,ATR 72,7:05,7:40,B1,WAHH,WAHH,KS 101,KS 102,FLY JAYA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-280,,,,,,,,,,,,,,True,B350,TAS,CHARTER,B7
SYNTH-167,,,,,,,,,,,,,,True,CRV,TRIGANA,CARGO,B12
SYNTH-100,,,,,,,,,,,,,,True,CRV,TRIGANA,CARGO,B13
PK-YRD,B 733,5:13,9:28,A1,WIMM,WAOO,IL 702,IL 725,TRIGANA,CARGO,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-YST,B 733,20:55,22:30,B9,WIOO,WAAA,IL 742,IL 723,TRIGANA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-630,,,,,,,,,,,,,,True,A321,PELITA,COMMERCIAL,B4
PK-LAM,A 320,12:30,13:20,A3,WARR,WIPP,ID 7516,ID 7051,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
N-11UB,GLEX,-,,A1,,,,,PTN,CHARTER,STANDARD,MEDIUM_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
T7-MPI,EMB 135,22:14,,B5,SA06,,,,AFM,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-93,,,,,,,,,,,,,,True,A321,FLY JAYA,COMMERCIAL,B1
PK-GQP,A 320,17:35,18:17,B5,WADD,WADD,QG 0195,QG 0194,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-LUS,A 320,22:31,,A2,WARR,,ID 7518,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-558,,,,,,,,,,,,,,True,A321,SUSI AIR,COMMERCIAL,B1
PK-LUZ,A 320,16:50,17:35,A3,WARR,WARR,ID 7512,ID 7519,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LUG,A 320,16:39,17:33,A3,WAHI,WIPP,ID 7538,ID 7059,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
T7-777,BBJ,20:10,21:15,B4,,SA16,,,JIP,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-LAQ,A 320,19:55,20:38,A3,WIEE,WIPP,ID 7108,ID 7055,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-THT,ATR 42,19:00,19:40,A3,WADD,RW07,,,IAT,CHARTER,STANDARD,MEDIUM_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-42,,,,,,,,,,,,,,True,A320,CITILINK,COMMERCIAL,B1
SYNTH-181,,,,,,,,,,,,,,True,C404,PTN,CHARTER,B5
SYNTH-580,,,,,,,,,,,,,,True,A320,FLY JAYA,COMMERCIAL,A1
SYNTH-165,,,,,,,,,,,,,,True,B742,BBN,CARGO,B12
PK-YSH,B 733,5:05,7:02,B9,WAAA,WIOO,IL 722,IL 741,TRIGANA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-CEO,HK 800,17:15,18:03,B11,WMSA,NSA16,,,JETSET,CHARTER,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-YRD,B 733,8:06,10:19,B13,WIOO,WIKK,IL 744,IL 715,TRIGANA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
N-117LR,LJ 55,8:20,12:57,B13,NSA12,WMKP,,,B.G.S,CHARTER,STANDARD,LOW_FREQUENCY,LEFT_CARGO,False,,,,
N-977JH,CT 680,4:42,6:53,B5,NSA19,WIKK,,,JIP,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
VP-CWZ,G V,13:46,14:40,B3,WSSL,SA02,,,KARISMA,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-LUS,A 320,13:35,14:26,A2,WAHQ,WIEE,ID 7532,ID 7109,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-292,,,,,,,,,,,,,,True,B738,SUSI AIR,COMMERCIAL,A1
SYNTH-192,,,,,,,,,,,,,,True,DC10,TRIGANA,CARGO,B12
PK-BKF,A 320,6:13,9:19,A2,WARR,WADD,ID 7508,ID 7309,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-FJA,ATR 72,12:46,13:12,A3,WAHH,WAHH,KS 103,KS 104,FLY JAYA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-GLX,A 320,16:05,16:50,B1,WARA,WARR,QG 0165,QG 0172,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-59,,,,,,,,,,,,,,True,G IV,JIP,CHARTER,B3
PK-MGZ,B 733,5:00,6:00,B10,WSSS,WALL,GM 019,GM 061,TRI MG,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-BON,G IV,21:27,,B4,SA17,,,,JETSET,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-97,,,,,,,,,,,,,,True,B738,FLY JAYA,COMMERCIAL,B1
SYNTH-356,,,,,,,,,,,,,,True,C404,BIOMANTARA,CHARTER,B12
PK-FJA,ATR 72,16:21,16:54,B4,WAHH,WAHH,KS 105,KS 106,FLY JAYA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-BON,G IV,6:23,8:17,B6,RE02,WADD,,,JETSET,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-VVH,C 208,16:26,16:53,B1,WICC,A0,,,SUSI AIR,COMMERCIAL,SMALL_A0_COMPATIBLE,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-GQI,A 320,11:42,12:25,B1,WIMN,WARA,QG 0021,QG 0164,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-GGC,B 735,10;36,14:15,B12,SA12,WAGG,,QG 7452,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-JCO,PH 300,5:38,8:53,B7,A2,WADD,,,PURAWISATA,CHARTER,STANDARD,MEDIUM_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-LUY,A 320,18:40,19:21,B1,WIMM,WARR,ID 7010,ID 7521,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LAZ,A 320,8:35,9:23,A3,WARR,WARR,ID 7510,ID 7517,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
T7-S16,G 500,10:47,11:56,B4,HGR,WAHQ,,,JIP,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-LUS,A 320,10:00,10:41,A3,WIPP,WAHQ,ID 7054,ID 7531,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-125,,,,,,,,,,,,,,True,C404,KARISMA,CHARTER,B4
SYNTH-113,,,,,,,,,,,,,,True,B742,BBN,CARGO,B13
PK-BBJ,B 734,9:22,17:51,B13,WAAA,WIOO,0B 5024,0B 5611,B. B. N.,CHARTER,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-361,,,,,,,,,,,,,,True,MD11,CITILINK CARGO,CARGO,B10
SYNTH-288,,,,,,,,,,,,,,True,ATR42,PELITA,COMMERCIAL,A2
SYNTH-656,,,,,,,,,,,,,,True,B737,FLY JAYA,COMMERCIAL,B6
SYNTH-260,,,,,,,,,,,,,,True,MD11,AIRNESIA,CARGO,B11
SYNTH-275,,,,,,,,,,,,,,True,CL604,TRAVIRA,CHARTER,B7
PK-GJV,ATR 72,9:18,10:01,B2,WAHH,WAHH,QG 1101,QG 1104,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LUK,A 320,19:21,22:52,B7,WAHI,SA14,ID 7530,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-145,,,,,,,,,,,,,,True,G IV,AFM,CHARTER,B4
SYNTH-115,,,,,,,,,,,,,,True,CRV,B.B.N AIRLINES,CARGO,B13
SYNTH-378,,,,,,,,,,,,,,True,ATR42,PELITA,COMMERCIAL,A3
VP-CLL,EMB 135,8:57,10:56,B6,SA07,WARA,,,KARISMA,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-TFS,EMB 135,19:14,19:19,B4,WARR,HGR,,,IAT,CHARTER,STANDARD,MEDIUM_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-155,,,,,,,,,,,,,,True,DC10,AIRNESIA,CARGO,B12
PK-LUW,A 320,7:58,9:07,A3,WIPP,WAHQ,ID 7056,ID 7041,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-521,,,,,,,,,,,,,,True,B742,TRIGANA,CARGO,B1
PK-BBJ,B 734,5:15,7:37,B12,WAMM,WAOO,0B 5022,0B 5271,B. B. N.,CHARTER,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
